country,keyword_en,keyword_native,platform,traffic,search_ads
Poland,keto tracker,monitorowanie keto,app_store,No Data,-
Poland,meal preparation,przygotowywanie posiłków,google_play,No Data,
Poland,meal preparation,przygotowywanie posiłków,app_store,No Data,-
Poland,grocery list,lista zakupów,google_play,No Data,
Poland,grocery list,lista zakupów,app_store,No Data,5
Poland,water reminder,przypomnienie o wodzie,google_play,4,
Poland,water reminder,przypomnienie o wodzie,app_store,4,15
Poland,hydration tracker,monitorowanie nawodnienia,google_play,No Data,
Poland,hydration tracker,monitorowanie nawodnienia,app_store,No Data,-
Poland,workout planner,planer treningów,google_play,No Data,
Poland,workout planner,planer treningów,app_store,No Data,-
Poland,gym log,dziennik siłowni,google_play,No Data,
Poland,gym log,dziennik siłowni,app_store,No Data,-
Poland,weightlifting tracker,monitorowanie podnoszenia ciężarów,google_play,No Data,
Poland,weightlifting tracker,monitorowanie podnoszenia ciężarów,app_store,No Data,-
Poland,strength training,trening siłowy,google_play,0,
Poland,strength training,trening siłowy,app_store,0,5
Poland,bodyweight workout,trening z ciężarem ciała,google_play,No Data,
Poland,bodyweight workout,trening z ciężarem ciała,app_store,No Data,-
Poland,hiit timer,timer hiit,google_play,No Data,
Poland,hiit timer,timer hiit,app_store,No Data,5
Poland,muscle builder,budowanie mięśni,google_play,No Data,
Poland,muscle builder,budowanie mięśni,app_store,No Data,-
Poland,pedometer,krokomierz,google_play,181,
Poland,pedometer,krokomierz,app_store,181,52
Poland,nutrition,odżywianie,google_play,No Data,
Poland,nutrition,odżywianie,app_store,No Data,5
Poland,nutrition calculator,kalkulator żywieniowy,google_play,No Data,
Poland,nutrition calculator,kalkulator żywieniowy,app_store,No Data,-
Poland,free nutrition tracking app,darmowa aplikacja do monitorowania odżywiania,google_play,No Data,
Poland,free nutrition tracking app,darmowa aplikacja do monitorowania odżywiania,app_store,No Data,-
Poland,nutrition tracker,monitorowanie odżywiania,google_play,No Data,
Poland,nutrition tracker,monitorowanie odżywiania,app_store,No Data,-
portugal,food,comida,GP,58,
portugal,food,comida,AS,306,49
portugal,workout,treino,GP,163,
portugal,workout,treino,AS,258,45
portugal,weight,peso,GP,154,
portugal,weight,peso,AS,154,5
portugal,fasting,jejum,GP,5,
portugal,fasting,jejum,AS,5,5
portugal,ai fitness,fitness ia,GP,No Data,
portugal,ai fitness,fitness ia,AS,No Data,5
portugal,gym,ginásio,GP,No Data,
portugal,gym,ginásio,AS,No Data,5
portugal,meditation,meditação,GP,1,
portugal,meditation,meditação,AS,1,5
portugal,period,período,GP,No Data,
portugal,period,período,AS,No Data,5
portugal,mestruation,menstruação,GP,2,
portugal,mestruation,menstruação,AS,2,5
portugal,habits,hábitos,GP,0,
portugal,habits,hábitos,AS,0,5
portugal,tracker,monitorização,GP,No Data,
portugal,tracker,monitorização,AS,No Data,5
portugal,diet,dieta,GP,2,
portugal,diet,dieta,AS,2,5
portugal,run,corrida,GP,208,
portugal,run,corrida,AS,208,40
portugal,protein,proteína,GP,No Data,
portugal,protein,proteína,AS,No Data,5
portugal,health,saúde,GP,14,
portugal,health,saúde,AS,14,32
portugal,AI Calorie,calorias ia,GP,No Data,
portugal,AI Calorie,calorias ia,AS,No Data,-
portugal,eating,comer,GP,No Data,
portugal,eating,comer,AS,No Data,5
portugal,habit,hábito,GP,No Data,
portugal,habit,hábito,AS,No Data,5
portugal,AI Calories,calorias de ia,GP,No Data,
portugal,AI Calories,calorias de ia,AS,No Data,-
portugal,AI nutrition,nutrição ia,GP,No Data,
portugal,AI nutrition,nutrição ia,AS,No Data,-
portugal,sleep,sono,GP,23,
portugal,sleep,sono,AS,23,43
portugal,ai food,comida ia,GP,No Data,
portugal,ai food,comida ia,AS,No Data,-
portugal,meal scanner,scanner de refeições,GP,No Data,
portugal,meal scanner,scanner de refeições,AS,No Data,-
portugal,exercise,exercício,GP,No Data,
portugal,exercise,exercício,AS,No Data,5
portugal,exercises,exercícios,GP,No Data,
portugal,exercises,exercícios,AS,No Data,5
portugal,macro,macro,GP,5,
portugal,macro,macro,AS,5,19
portugal,macros,macronutrientes,GP,No Data,
portugal,macros,macronutrientes,AS,No Data,-
portugal,macros tracker,monitorização de macros,GP,No Data,
portugal,macros tracker,monitorização de macros,AS,No Data,-
portugal,macro tracker,rastreador de macros,GP,No Data,
portugal,macro tracker,rastreador de macros,AS,No Data,5
portugal,meal tracker,monitorização de refeições,GP,No Data,
portugal,meal tracker,monitorização de refeições,AS,No Data,-
portugal,meal tracker free,monitorização de refeições grátis,GP,No Data,
portugal,meal tracker free,monitorização de refeições grátis,AS,No Data,-
portugal,habit tracker,monitorização de hábitos,GP,No Data,
portugal,habit tracker,monitorização de hábitos,AS,No Data,-
portugal,women's health,saúde da mulher,GP,No Data,
portugal,women's health,saúde da mulher,AS,No Data,-
portugal,menstrual cycle,ciclo menstrual,GP,59,
portugal,menstrual cycle,ciclo menstrual,AS,59,22
portugal,GPS fitness,fitness gps,GP,No Data,
portugal,GPS fitness,fitness gps,AS,No Data,-
portugal,ai coach,treinador ia,GP,No Data,
portugal,ai coach,treinador ia,AS,No Data,-
portugal,motivation,motivação,GP,No Data,
portugal,motivation,motivação,AS,1,5
portugal,sports,desporto,GP,68,
portugal,sports,desporto,AS,68,5
portugal,brain gym,ginástica cerebral,GP,No Data,
portugal,brain gym,ginástica cerebral,AS,No Data,-
portugal,cognitive games,jogos cognitivos,GP,No Data,
portugal,cognitive games,jogos cognitivos,AS,No Data,-
portugal,brain games,jogos para o cérebro,GP,No Data,
portugal,brain games,jogos para o cérebro,AS,No Data,5
portugal,personal plan,plano pessoal,GP,No Data,
portugal,personal plan,plano pessoal,AS,No Data,-
portugal,nutrition plan,plano alimentar,GP,No Data,
portugal,nutrition plan,plano alimentar,AS,No Data,5
portugal,workout plan,plano de treino,GP,1,
portugal,workout plan,plano de treino,AS,1,5
portugal,workout plans,planos de treino,GP,No Data,
portugal,workout plans,planos de treino,AS,No Data,-
portugal,crossfit,crossfit,GP,5,
portugal,crossfit,crossfit,AS,5,7
portugal,pilates,pilates,GP,99,
portugal,pilates,pilates,AS,99,29
portugal,yoga,ioga,GP,2,
portugal,yoga,ioga,AS,2,7
portugal,cycling tracker,monitorização de ciclismo,GP,No Data,
portugal,cycling tracker,monitorização de ciclismo,AS,No Data,-
portugal,cycling,ciclismo,GP,9,
portugal,cycling,ciclismo,AS,9,8
portugal,bmi,imc,GP,6,
portugal,bmi,imc,AS,1,5
portugal,bmi calculator,calculadora de imc,GP,No Data,
portugal,bmi calculator,calculadora de imc,AS,No Data,5
portugal,brain,cérebro,GP,1,
portugal,brain,cérebro,AS,No Data,5
portugal,meals,refeições,GP,2,
portugal,meals,refeições,AS,2,7
portugal,cooking,cozinhar,GP,51,
portugal,cooking,cozinhar,AS,51,20
portugal,recipes,receitas,GP,2,
portugal,recipes,receitas,AS,2,5
portugal,cooking2,cozinha,GP,72,
portugal,cooking2,cozinha,AS,114,31
portugal,breakfast,pequeno-almoço,GP,No Data,
portugal,breakfast,pequeno-almoço,AS,No Data,-
portugal,dinner,jantar,GP,No Data,
portugal,dinner,jantar,AS,No Data,5
portugal,lunch,almoço,GP,No Data,
portugal,lunch,almoço,AS,No Data,5
portugal,meal prep,preparação de refeições,GP,No Data,
portugal,meal prep,preparação de refeições,AS,No Data,-
portugal,healthy,saudável,GP,No Data,
portugal,healthy,saudável,AS,No Data,5
portugal,bodybuilding,musculação,GP,1,
portugal,bodybuilding,musculação,AS,1,5
portugal,scanner,scanner,GP,498,
portugal,scanner,scanner,AS,498,61
portugal,keto,keto,GP,47,
portugal,keto,keto,AS,1,5
portugal,ketosis,cetose,GP,No Data,
portugal,ketosis,cetose,AS,No Data,-
portugal,glucose,glicose,GP,No Data,
portugal,glucose,glicose,AS,No Data,5
portugal,insulin,insulina,GP,No Data,
portugal,insulin,insulina,AS,No Data,-
portugal,hydration,hidratação,GP,No Data,
portugal,hydration,hidratação,AS,No Data,5
portugal,steps,passos,GP,2,
portugal,steps,passos,AS,2,5
portugal,luteal phase,fase lútea,GP,No Data,
portugal,luteal phase,fase lútea,AS,No Data,-
portugal,ovulation,ovulação,GP,No Data,
portugal,ovulation,ovulação,AS,No Data,5
portugal,pcos,sop,GP,No Data,
portugal,pcos,sop,AS,No Data,-
portugal,pcos tracker,monitorização de sop,GP,No Data,
portugal,pcos tracker,monitorização de sop,AS,No Data,-
portugal,hypertrophy,hipertrofia,GP,No Data,
portugal,hypertrophy,hipertrofia,AS,No Data,-
portugal,bodyweight training,treino com peso corporal,GP,No Data,
portugal,bodyweight training,treino com peso corporal,AS,No Data,-
portugal,weightlifting,levantamento de peso,GP,No Data,
portugal,weightlifting,levantamento de peso,AS,No Data,-
portugal,planner,planeador,GP,0,
portugal,planner,planeador,AS,0,5
portugal,food scanner,scanner de comida,GP,No Data,
portugal,food scanner,scanner de comida,AS,No Data,-
portugal,calories from photo,calorias da foto,GP,No Data,
portugal,calories from photo,calorias da foto,AS,No Data,-
portugal,nutrition scanner,scanner nutricional,GP,No Data,
portugal,nutrition scanner,scanner nutricional,AS,No Data,-
portugal,carb counter,contador de carboidratos,GP,No Data,
portugal,carb counter,contador de carboidratos,AS,No Data,-
portugal,glucose tracker,monitorização de glicose,GP,No Data,
portugal,glucose tracker,monitorização de glicose,AS,No Data,-
portugal,keto tracker,monitorização keto,GP,No Data,
portugal,keto tracker,monitorização keto,AS,No Data,-
portugal,meal preparation,preparação de comida,GP,No Data,
portugal,meal preparation,preparação de comida,AS,No Data,-
portugal,grocery list,lista de compras,GP,145,
portugal,grocery list,lista de compras,AS,145,5
portugal,water reminder,lembrete de água,GP,No Data,
portugal,water reminder,lembrete de água,AS,No Data,5
portugal,hydration tracker,monitorização de hidratação,GP,No Data,
portugal,hydration tracker,monitorização de hidratação,AS,No Data,-
portugal,workout planner,planeador de treinos,GP,No Data,
portugal,workout planner,planeador de treinos,AS,No Data,-
portugal,gym log,diário de ginásio,GP,No Data,
portugal,gym log,diário de ginásio,AS,No Data,-
portugal,weightlifting tracker,monitorização de levantamento de peso,GP,No Data,
portugal,weightlifting tracker,monitorização de levantamento de peso,AS,No Data,-
portugal,strength training,treino de força,GP,No Data,
portugal,strength training,treino de força,AS,No Data,-
portugal,bodyweight workout,treino com peso do corpo,GP,No Data,
portugal,bodyweight workout,treino com peso do corpo,AS,No Data,-
portugal,hiit timer,temporizador hiit,GP,No Data,
portugal,hiit timer,temporizador hiit,AS,No Data,5
portugal,muscle builder,construtor muscular,GP,No Data,
portugal,muscle builder,construtor muscular,AS,No Data,-
portugal,pedometer,pedómetro,GP,0,
portugal,pedometer,pedómetro,AS,0,5
portugal,nutrition,nutrição,GP,1,
portugal,nutrition,nutrição,AS,1,5
portugal,nutrition calculator,calculadora nutricional,GP,No Data,
portugal,nutrition calculator,calculadora nutricional,AS,No Data,-
portugal,free nutrition tracking app,aplicação gratuita de monitorização nutricional,GP,No Data,
portugal,free nutrition tracking app,aplicação gratuita de monitorização nutricional,AS,No Data,-
portugal,nutrition tracker,monitorização nutricional,GP,No Data,
portugal,nutrition tracker,monitorização nutricional,AS,No Data,-
czech,food,jídlo,GP,No Data,
czech,food,jídlo,AS,No Data,5
czech,workout,cvičení,GP,32,
czech,workout,cvičení,AS,32,5
czech,weight,váha,GP,90,
czech,weight,váha,AS,90,32
czech,fasting,půst,GP,0,
czech,fasting,půst,AS,0,5
czech,ai fitness,fitness ai,GP,No Data,
czech,ai fitness,fitness ai,AS,No Data,-
czech,gym,posilovna,GP,No Data,
czech,gym,posilovna,AS,No Data,-
czech,meditation,meditace,GP,5,
czech,meditation,meditace,AS,5,5
czech,period,menstruace,GP,40,
czech,period,menstruace,AS,40,18
czech,mestruation,menstruace2,GP,25,
czech,mestruation,menstruace2,AS,40,18
czech,habits,návyky,GP,No Data,
czech,habits,návyky,AS,No Data,5
czech,tracker,sledování,GP,No Data,
czech,tracker,sledování,AS,No Data,5
czech,diet,dieta,GP,4,
czech,diet,dieta,AS,4,5
czech,run,běh,GP,5,
czech,run,běh,AS,5,20
czech,protein,protein,GP,0,
czech,protein,protein,AS,0,5
czech,health,zdraví,GP,0,
czech,health,zdraví,AS,0,5
czech,AI Calorie,kalorie ai,GP,No Data,
czech,AI Calorie,kalorie ai,AS,No Data,5
czech,eating,jedení,GP,No Data,
czech,eating,jedení,AS,No Data,-
czech,habit,návyk,GP,No Data,
czech,habit,návyk,AS,No Data,-
czech,AI Calories,kalorie z ai,GP,No Data,
czech,AI Calories,kalorie z ai,AS,No Data,-
czech,AI nutrition,výživa ai,GP,No Data,
czech,AI nutrition,výživa ai,AS,No Data,-
czech,sleep,spánek,GP,0,
czech,sleep,spánek,AS,0,5
czech,ai food,jídlo ai,GP,No Data,
czech,ai food,jídlo ai,AS,No Data,5
czech,meal scanner,skener jídla,GP,No Data,
czech,meal scanner,skener jídla,AS,No Data,-
czech,exercise,cvičení2,GP,57,
czech,exercise,cvičení2,AS,32,5
czech,exercises,cviky,GP,1,
czech,exercises,cviky,AS,1,5
czech,macro,makro,GP,147,
czech,macro,makro,AS,147,41
czech,macros,makra,GP,1,
czech,macros,makra,AS,No Data,-
czech,macros tracker,sledování makra,GP,No Data,
czech,macros tracker,sledování makra,AS,No Data,-
czech,macro tracker,sledovač makra,GP,No Data,
czech,macro tracker,sledovač makra,AS,No Data,-
czech,meal tracker,sledování jídla,GP,No Data,
czech,meal tracker,sledování jídla,AS,No Data,5
czech,meal tracker free,sledování jídla zdarma,GP,No Data,
czech,meal tracker free,sledování jídla zdarma,AS,No Data,-
czech,habit tracker,sledování návyků,GP,No Data,
czech,habit tracker,sledování návyků,AS,No Data,5
czech,women's health,zdraví žen,GP,No Data,
czech,women's health,zdraví žen,AS,No Data,-
czech,menstrual cycle,menstruační cyklus,GP,No Data,
czech,menstrual cycle,menstruační cyklus,AS,No Data,5
czech,GPS fitness,gps fitness,GP,0,
czech,GPS fitness,gps fitness,AS,0,5
czech,ai coach,ai trenér,GP,No Data,
czech,ai coach,ai trenér,AS,No Data,-
czech,motivation,motivace,GP,No Data,
czech,motivation,motivace,AS,No Data,5
czech,sports,sport,GP,215,
czech,sports,sport,AS,215,52
czech,brain gym,trénink mozku,GP,No Data,
czech,brain gym,trénink mozku,AS,No Data,5
czech,cognitive games,kognitivní hry,GP,No Data,
czech,cognitive games,kognitivní hry,AS,No Data,-
czech,brain games,hry pro mozek,GP,No Data,
czech,brain games,hry pro mozek,AS,No Data,-
czech,personal plan,osobní plán,GP,No Data,
czech,personal plan,osobní plán,AS,No Data,-
czech,nutrition plan,jídelníček,GP,No Data,
czech,nutrition plan,jídelníček,AS,No Data,5
czech,workout plan,tréninkový plán,GP,No Data,
czech,workout plan,tréninkový plán,AS,No Data,5
czech,workout plans,tréninkové plány,GP,No Data,
czech,workout plans,tréninkové plány,AS,No Data,-
czech,crossfit,crossfit,GP,0,
czech,crossfit,crossfit,AS,0,5
czech,pilates,pilates,GP,95,
czech,pilates,pilates,AS,95,33
czech,yoga,jóga,GP,No Data,
czech,yoga,jóga,AS,No Data,5
czech,cycling tracker,sledování cyklistiky,GP,No Data,
czech,cycling tracker,sledování cyklistiky,AS,No Data,-
czech,cycling,cyklistika,GP,No Data,
czech,cycling,cyklistika,AS,No Data,5
czech,bmi,bmi,GP,84,
czech,bmi,bmi,AS,84,31
czech,bmi calculator,kalkulačka bmi,GP,No Data,
czech,bmi calculator,kalkulačka bmi,AS,No Data,5
czech,brain,mozek,GP,No Data,
czech,brain,mozek,AS,No Data,5
czech,meals,jídla,GP,No Data,
czech,meals,jídla,AS,No Data,5
czech,cooking,vaření,GP,73,
czech,cooking,vaření,AS,11,35
czech,recipes,recepty,GP,41,
czech,recipes,recepty,AS,67,5
czech,cooking2,vařit,GP,0,
czech,cooking2,vařit,AS,No Data,5
czech,breakfast,snídaně,GP,No Data,
czech,breakfast,snídaně,AS,No Data,-
czech,dinner,večeře,GP,No Data,
czech,dinner,večeře,AS,No Data,5
czech,lunch,oběd,GP,No Data,
czech,lunch,oběd,AS,No Data,5
czech,meal prep,příprava jídla,GP,No Data,
czech,meal prep,příprava jídla,AS,No Data,-
czech,healthy,zdravý,GP,No Data,
czech,healthy,zdravý,AS,No Data,5
czech,bodybuilding,kulturistika,GP,No Data,
czech,bodybuilding,kulturistika,AS,No Data,-
czech,scanner,skener,GP,162,
czech,scanner,skener,AS,162,5
czech,keto,keto,GP,2,
czech,keto,keto,AS,2,5
czech,ketosis,ketóza,GP,No Data,
czech,ketosis,ketóza,AS,No Data,-
czech,glucose,glukóza,GP,No Data,
czech,glucose,glukóza,AS,No Data,-
czech,insulin,inzulín,GP,No Data,
czech,insulin,inzulín,AS,No Data,-
czech,hydration,hydratace,GP,No Data,
czech,hydration,hydratace,AS,No Data,-
czech,steps,kroky,GP,14,
czech,steps,kroky,AS,14,9
czech,luteal phase,luteální fáze,GP,No Data,
czech,luteal phase,luteální fáze,AS,No Data,-
czech,ovulation,ovulace,GP,No Data,
czech,ovulation,ovulace,AS,No Data,6
czech,pcos,pcos,GP,0,
czech,pcos,pcos,AS,0,5
czech,pcos tracker,sledování pcos,GP,No Data,
czech,pcos tracker,sledování pcos,AS,No Data,-
czech,hypertrophy,hypertrofie,GP,No Data,
czech,hypertrophy,hypertrofie,AS,No Data,-
czech,bodyweight training,trénink s vlastní vahou,GP,No Data,
czech,bodyweight training,trénink s vlastní vahou,AS,No Data,-
czech,weightlifting,vzpírání,GP,No Data,
czech,weightlifting,vzpírání,AS,No Data,-
czech,planner,plánovač,GP,0,
czech,planner,plánovač,AS,0,5
czech,food scanner,skener potravin,GP,No Data,
czech,food scanner,skener potravin,AS,No Data,5
czech,calories from photo,kalorie z fotky,GP,No Data,
czech,calories from photo,kalorie z fotky,AS,No Data,-
czech,nutrition scanner,výživový skener,GP,No Data,
czech,nutrition scanner,výživový skener,AS,No Data,-
czech,carb counter,počítadlo sacharidů,GP,No Data,
czech,carb counter,počítadlo sacharidů,AS,No Data,5
czech,glucose tracker,sledování glukózy,GP,No Data,
czech,glucose tracker,sledování glukózy,AS,No Data,-
czech,keto tracker,sledování keto,GP,No Data,
czech,keto tracker,sledování keto,AS,No Data,-
czech,meal preparation,příprava jídel,GP,No Data,
czech,meal preparation,příprava jídel,AS,No Data,-
czech,grocery list,nákupní seznam,GP,37,
czech,grocery list,nákupní seznam,AS,37,5
czech,water reminder,připomínka pití vody,GP,No Data,
czech,water reminder,připomínka pití vody,AS,No Data,-
czech,hydration tracker,sledování hydratace,GP,No Data,
czech,hydration tracker,sledování hydratace,AS,No Data,-
czech,workout planner,plánovač tréninku,GP,No Data,
czech,workout planner,plánovač tréninku,AS,No Data,-
czech,gym log,deník posilovny,GP,No Data,
czech,gym log,deník posilovny,AS,No Data,-
czech,weightlifting tracker,sledování vzpírání,GP,No Data,
czech,weightlifting tracker,sledování vzpírání,AS,No Data,-
czech,strength training,silový trénink,GP,No Data,
czech,strength training,silový trénink,AS,No Data,-
czech,bodyweight workout,trénink s vahou těla,GP,No Data,
czech,bodyweight workout,trénink s vahou těla,AS,No Data,-
czech,hiit timer,hiit časovač,GP,No Data,
czech,hiit timer,hiit časovač,AS,No Data,-
czech,muscle builder,budování svalů,GP,No Data,
czech,muscle builder,budování svalů,AS,No Data,-
czech,pedometer,krokoměr,GP,5,
czech,pedometer,krokoměr,AS,5,16
czech,nutrition,výživa,GP,No Data,
czech,nutrition,výživa,AS,No Data,5
czech,nutrition calculator,kalkulačka výživy,GP,No Data,
czech,nutrition calculator,kalkulačka výživy,AS,No Data,-
czech,free nutrition tracking app,bezplatná aplikace pro sledování výživy,GP,No Data,
czech,free nutrition tracking app,bezplatná aplikace pro sledování výživy,AS,No Data,5
czech,nutrition tracker,sledování výživy,GP,No Data,
czech,nutrition tracker,sledování výživy,AS,No Data,-
mexico,food,comida,GP,523,
mexico,food,comida,AS,523,56
mexico,workout,entrenamiento,GP,286,
mexico,workout,entrenamiento,AS,166,5
mexico,weight,peso,GP,84,
mexico,weight,peso,AS,84,5
mexico,fasting,ayuno,GP,4,
mexico,fasting,ayuno,AS,4,5
mexico,ai fitness,fitness ia,GP,No Data,
mexico,ai fitness,fitness ia,AS,No Data,-
mexico,gym,gimnasio,GP,51,
mexico,gym,gimnasio,AS,51,5
mexico,meditation,meditación,GP,0,
mexico,meditation,meditación,AS,0,5
mexico,period,periodo,GP,417,
mexico,period,periodo,AS,303,48
mexico,mestruation,menstruación,GP,10,
mexico,mestruation,menstruación,AS,No Data,5
mexico,habits,hábitos,GP,0,
mexico,habits,hábitos,AS,0,5
mexico,tracker,seguimiento,GP,10,
mexico,tracker,seguimiento,AS,0,5
mexico,diet,dieta,GP,123,
mexico,diet,dieta,AS,123,5
mexico,run,correr,GP,233,
mexico,run,correr,AS,179,39
mexico,protein,proteína,GP,No Data,
mexico,protein,proteína,AS,No Data,5
mexico,health,salud,GP,528,
mexico,health,salud,AS,528,57
mexico,AI Calorie,calorías ia,GP,No Data,
mexico,AI Calorie,calorías ia,AS,No Data,-
mexico,eating,comer,GP,8,
mexico,eating,comer,AS,8,24
mexico,habit,hábito,GP,No Data,
mexico,habit,hábito,AS,No Data,5
mexico,AI Calories,calorías de ia,GP,No Data,
mexico,AI Calories,calorías de ia,AS,No Data,-
mexico,AI nutrition,nutrición ia,GP,No Data,
mexico,AI nutrition,nutrición ia,AS,No Data,-
mexico,sleep,sueño,GP,115,
mexico,sleep,sueño,AS,115,5
mexico,ai food,comida ia,GP,No Data,
mexico,ai food,comida ia,AS,No Data,-
mexico,meal scanner,escáner de comidas,GP,No Data,
mexico,meal scanner,escáner de comidas,AS,No Data,5
mexico,exercise,ejercicio,GP,381,
mexico,exercise,ejercicio,AS,381,52
mexico,exercises,ejercicios,GP,No Data,
mexico,exercises,ejercicios,AS,77,5
mexico,macro,macro,GP,140,
mexico,macro,macro,AS,12,5
mexico,macros,macros,GP,No Data,
mexico,macros,macros,AS,205,42
mexico,macros tracker,seguimiento de macros,GP,No Data,
mexico,macros tracker,seguimiento de macros,AS,No Data,-
mexico,macro tracker,rastreador de macros,GP,No Data,
mexico,macro tracker,rastreador de macros,AS,No Data,5
mexico,meal tracker,seguimiento de comidas,GP,No Data,
mexico,meal tracker,seguimiento de comidas,AS,No Data,5
mexico,meal tracker free,seguimiento de comidas gratis,GP,No Data,
mexico,meal tracker free,seguimiento de comidas gratis,AS,No Data,-
mexico,habit tracker,seguimiento de hábitos,GP,0,
mexico,habit tracker,seguimiento de hábitos,AS,0,5
mexico,women's health,salud de la mujer,GP,No Data,
mexico,women's health,salud de la mujer,AS,No Data,-
mexico,menstrual cycle,ciclo menstrual,GP,241,
mexico,menstrual cycle,ciclo menstrual,AS,241,43
mexico,GPS fitness,fitness gps,GP,No Data,
mexico,GPS fitness,fitness gps,AS,No Data,-
mexico,ai coach,entrenador ia,GP,No Data,
mexico,ai coach,entrenador ia,AS,No Data,-
mexico,motivation,motivación,GP,No Data,
mexico,motivation,motivación,AS,No Data,5
mexico,sports,deportes,GP,423,
mexico,sports,deportes,AS,542,57
mexico,brain gym,gimnasia cerebral,GP,No Data,
mexico,brain gym,gimnasia cerebral,AS,1,-
mexico,cognitive games,juegos cognitivos,GP,No Data,
mexico,cognitive games,juegos cognitivos,AS,No Data,-
mexico,brain games,juegos mentales,GP,97,
mexico,brain games,juegos mentales,AS,371,52
mexico,personal plan,plan personal,GP,No Data,
mexico,personal plan,plan personal,AS,No Data,5
mexico,nutrition plan,plan de alimentación,GP,2,
mexico,nutrition plan,plan de alimentación,AS,2,5
mexico,workout plan,plan de entrenamiento,GP,2,
mexico,workout plan,plan de entrenamiento,AS,2,5
mexico,workout plans,planes de entrenamiento,GP,No Data,
mexico,workout plans,planes de entrenamiento,AS,No Data,-
mexico,crossfit,crossfit,GP,2,
mexico,crossfit,crossfit,AS,2,5
mexico,pilates,pilates,GP,37,
mexico,pilates,pilates,AS,37,35
mexico,yoga,yoga,GP,41,
mexico,yoga,yoga,AS,41,34
mexico,cycling tracker,seguimiento de ciclismo,GP,No Data,
mexico,cycling tracker,seguimiento de ciclismo,AS,No Data,-
mexico,cycling,ciclismo,GP,74,
mexico,cycling,ciclismo,AS,74,25
mexico,bmi,imc,GP,16,
mexico,bmi,imc,AS,16,24
mexico,bmi calculator,calculadora de imc,GP,No Data,
mexico,bmi calculator,calculadora de imc,AS,No Data,5
mexico,brain,cerebro,GP,62,
mexico,brain,cerebro,AS,62,5
mexico,meals,comidas,GP,3,
mexico,meals,comidas,AS,3,5
mexico,cooking,cocinar,GP,22,
mexico,cooking,cocinar,AS,13,5
mexico,recipes,recetas,GP,97,
mexico,recipes,recetas,AS,97,5
mexico,cooking2,cocina,GP,427,
mexico,cooking2,cocina,AS,445,54
mexico,breakfast,desayuno,GP,No Data,
mexico,breakfast,desayuno,AS,No Data,5
mexico,dinner,cena,GP,No Data,
mexico,dinner,cena,AS,No Data,5
mexico,lunch,almuerzo,GP,No Data,
mexico,lunch,almuerzo,AS,No Data,5
mexico,meal prep,preparación de comidas,GP,No Data,
mexico,meal prep,preparación de comidas,AS,No Data,-
mexico,bodybuilding,musculación,GP,No Data,
mexico,bodybuilding,musculación,AS,No Data,5
mexico,scanner,escáner,GP,11,
mexico,scanner,escáner,AS,11,5
mexico,healthy,saludable,GP,0,
mexico,healthy,saludable,AS,0,5
mexico,hypertrophy,hipertrofia,GP,No Data,
mexico,hypertrophy,hipertrofia,AS,No Data,-
mexico,bodyweight training,entrenamiento con peso corporal,GP,No Data,
mexico,bodyweight training,entrenamiento con peso corporal,AS,No Data,-
mexico,weightlifting,levantamiento de pesas,GP,No Data,
mexico,weightlifting,levantamiento de pesas,AS,No Data,-
mexico,planner,planificador,GP,47,
mexico,planner,planificador,AS,47,5
mexico,food scanner,escáner de alimentos,GP,No Data,
mexico,food scanner,escáner de alimentos,AS,No Data,5
mexico,calories from photo,calorías de foto,GP,No Data,
mexico,calories from photo,calorías de foto,AS,No Data,-
mexico,nutrition scanner,escáner nutricional,GP,No Data,
mexico,nutrition scanner,escáner nutricional,AS,No Data,5
mexico,carb counter,contador de carbohidratos,GP,No Data,
mexico,carb counter,contador de carbohidratos,AS,No Data,5
mexico,glucose tracker,seguimiento de glucosa,GP,No Data,
mexico,glucose tracker,seguimiento de glucosa,AS,No Data,-
mexico,keto tracker,seguimiento keto,GP,No Data,
mexico,keto tracker,seguimiento keto,AS,No Data,-
mexico,meal preparation,preparación de alimentos,GP,No Data,
mexico,meal preparation,preparación de alimentos,AS,No Data,-
mexico,grocery list,lista de compras,GP,38,
mexico,grocery list,lista de compras,AS,38,5
mexico,water reminder,recordatorio de agua,GP,0,
mexico,water reminder,recordatorio de agua,AS,0,5
mexico,hydration tracker,seguimiento de hidratación,GP,No Data,
mexico,hydration tracker,seguimiento de hidratación,AS,No Data,-
mexico,workout planner,planificador de entrenamientos,GP,No Data,
mexico,workout planner,planificador de entrenamientos,AS,No Data,5
mexico,gym log,diario de gimnasio,GP,No Data,
mexico,gym log,diario de gimnasio,AS,No Data,-
mexico,weightlifting tracker,seguimiento de levantamiento de pesas,GP,No Data,
mexico,weightlifting tracker,seguimiento de levantamiento de pesas,AS,No Data,-
mexico,strength training,entrenamiento de fuerza,GP,0,
mexico,strength training,entrenamiento de fuerza,AS,0,5
mexico,bodyweight workout,rutina con peso corporal,GP,0,
mexico,bodyweight workout,rutina con peso corporal,AS,0,5
mexico,hiit timer,temporizador hiit,GP,No Data,
mexico,hiit timer,temporizador hiit,AS,No Data,5
